Log-Gabor,DTCWT,SIFT
0.0021529745042493387,0.2783140183706756,0.1571877414370333
0.0014662202764186283,0.2794299939909005,0.15607176581680837
0.0013803759979398311,0.278657395484591,0.15555670014593537
0.0008653103270667151,0.28698429049703844,0.15538501158897766
0.001294531719460923,0.28200532234526576,0.16311099665207318
